qa_status,readiness_score,recommended_action,name,current_brand,proposed_brand,sku,ean,price_czk,current_category,proposed_category,category_confidence,current_form,proposed_form,form_confidence,active_ingredients_suggested,target_groups_suggested,diet_flags_suggested,critical_issues,warnings,vitar_url,nasevitaminy_url,cross_source_recoverable_fields,url
ready,96,keep_in_main_pim,Maxi Vita Exclusive Ginkgo biloba - šumivé tablety,Maxi Vita,Maxi Vita,41300104,8595011131536,64.9,Srdce a oběh,Srdce a oběh,medium,Šumivé tablety,Šumivé tablety,high,ginkgo,,,,missing_need_states,https://www.vitar.cz/maxivita-exclusive-ginkgo-biloba/,https://www.nasevitaminy.cz/maxi-vita-exclusive-ginkgo-biloba,,https://www.nasevitaminy.cz/maxi-vita-exclusive-ginkgo-biloba
review,83,keep_in_main_pim,Maxi Vita Koenzym Q10 30 mg + vitamin C,Maxi Vita,Maxi Vita,42300014,8595011118568,152.9,Srdce a oběh,Srdce a oběh,high,Neurčeno,Neurčeno,low,"vitamin C, koenzym Q10",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-koenzym-q10-30-mg-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-koenzym-q10-30-mg-vitamin-c,form,https://www.nasevitaminy.cz/maxi-vita-koenzym-q10-30-mg-vitamin-c
ready,93,keep_in_main_pim,Maxi Vita Omega 3 - rybí olej,Maxi Vita,Maxi Vita,42300007,8595011109931,73.9,Srdce a oběh,Srdce a oběh,medium,Neurčeno,Olej,medium,omega-3,,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-omega-3-rybi-olej/,https://www.nasevitaminy.cz/maxi-vita-omega-3-rybi-olej,form,https://www.nasevitaminy.cz/maxi-vita-omega-3-rybi-olej
review,79,keep_in_main_pim,Maxi Vita Chrom + garcinia cambogia,Maxi Vita,Maxi Vita,42300009,8595011109689,46.9,Trávení a detox,Trávení a detox,medium,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-chrom-garcinia-cambogia/,https://www.nasevitaminy.cz/maxi-vita-chrom-garcinia-cambogia,form,https://www.nasevitaminy.cz/maxi-vita-chrom-garcinia-cambogia
ready,100,keep_in_main_pim,Maxi Vita Exclusive Detox očista jater - šumivé tablety,Maxi Vita,Maxi Vita,41300105,8595011131550,64.9,Trávení a detox,Trávení a detox,high,Šumivé tablety,Šumivé tablety,high,,zvířata,,,,https://www.vitar.cz/maxivita-exclusive-detox-ocista-jater/,https://www.nasevitaminy.cz/maxi-vita-exclusive-detox-ocista-jater,,https://www.nasevitaminy.cz/maxi-vita-exclusive-detox-ocista-jater
review,79,keep_in_main_pim,Maxi Vita Exclusive Erektor,Maxi Vita,Maxi Vita,42300060,8595011118162,184.9,Trávení a detox,Trávení a detox,medium,Neurčeno,Neurčeno,low,,muži,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-erektor/,https://www.nasevitaminy.cz/maxi-vita-exclusive-erektor,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-erektor
ready,96,keep_in_main_pim,Maxi Vita Exclusive Odkyselení,Maxi Vita,Maxi Vita,41300114,8595011146769,89.9,Trávení a detox,Trávení a detox,high,Šumivé tablety,Šumivé tablety,high,,,,,missing_need_states,https://www.vitar.cz/maxi-vita-exclusive-odkyseleni/,https://www.nasevitaminy.cz/maxi-vita-exclusive-odkyseleni-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-exclusive-odkyseleni-20-eff-tbl
ready,89,keep_in_main_pim,Maxi Vita Herbal Klidná střeva,Maxi Vita,Maxi Vita,43200310,8595011143270,87.9,Trávení a detox,Trávení a detox,high,Neurčeno,Prášek / sypká směs,medium,,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-herbal-klidna-streva/,https://www.nasevitaminy.cz/maxi-vita-herbal-klidna-streva,form,https://www.nasevitaminy.cz/maxi-vita-herbal-klidna-streva
review,79,keep_in_main_pim,Maxi Vita Herbal Kurkuma,Maxi Vita,Maxi Vita,42300083,8595011144659,135.9,Trávení a detox,Trávení a detox,high,Neurčeno,Neurčeno,low,,zvířata,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-herbal-kurkuma/,https://www.nasevitaminy.cz/maxi-vita-herbal-kurkuma,form,https://www.nasevitaminy.cz/maxi-vita-herbal-kurkuma
review,83,keep_in_main_pim,Maxi Vita Exclusive Lutein forte+,Maxi Vita,Maxi Vita,42300065,8595011126938,184.9,Zrak,Zrak,high,Neurčeno,Neurčeno,low,lutein,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-lutein-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-lutein-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-lutein-forte
review,83,keep_in_main_pim,Maxi Vita Exclusive Omega 3 forte+,Maxi Vita,Maxi Vita,42300071,8595011133806,174.9,Zrak,Zrak,medium,Neurčeno,Neurčeno,low,omega-3,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-omega-3-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-omega-3-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-omega-3-forte
ready,100,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Zdravé oči,Maxi Vita,Maxi Vita,43800009,8595011130317,77.9,Zrak,Zrak,high,Sirup / elixír,Sirup / elixír,high,,,,,,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-zdrave-oci/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-zdrave-oci,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-zdrave-oci
review,83,keep_in_main_pim,Maxi Vita Herbal Očista jater,Maxi Vita,Maxi Vita,42300081,8595011118223,103.9,Zrak,Zrak,high,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-herbal-ocista-jater/,https://www.nasevitaminy.cz/maxi-vita-herbal-ocista-jater,form,https://www.nasevitaminy.cz/maxi-vita-herbal-ocista-jater
ready,93,keep_in_main_pim,Maxi Vita Premium Zdravé oči,Maxi Vita,Maxi Vita,42300051,8595011109900,71.9,Zrak,Zrak,high,Neurčeno,Tablety,medium,,,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-premium-zdrave-oci/,https://www.nasevitaminy.cz/maxi-vita-premium-zdrave-oci,form,https://www.nasevitaminy.cz/maxi-vita-premium-zdrave-oci
review,83,keep_in_main_pim,Maxi Vita Essentials AlphaMale<sup>®</sup>,Maxi Vita Essentials,Maxi Vita Essentials,42300607,8595011149371,199.0,"Energie, stres, spánek","Energie, stres, spánek",medium,Neurčeno,Neurčeno,low,,muži,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-alphamale/,https://www.nasevitaminy.cz/maxi-vita-essentials-alphamale,form,https://www.nasevitaminy.cz/maxi-vita-essentials-alphamale
ready,89,keep_in_main_pim,Maxi Vita Essentials Ashwagandha,Maxi Vita Essentials,Maxi Vita Essentials,42300615,8595011149685,119.0,"Energie, stres, spánek","Energie, stres, spánek",medium,Neurčeno,Kapsle,medium,ashwagandha,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-ashwagandha/,https://www.nasevitaminy.cz/maxi-vita-essentials-ashwagandha-30,form,https://www.nasevitaminy.cz/maxi-vita-essentials-ashwagandha-30
ready,89,keep_in_main_pim,Maxi Vita Essentials Ashwagandha,Maxi Vita Essentials,Maxi Vita Essentials,42300616,8595011149814,249.0,"Energie, stres, spánek","Energie, stres, spánek",medium,Neurčeno,Kapsle,medium,ashwagandha,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-ashwagandha-60-kapsli/,https://www.nasevitaminy.cz/maxi-vita-essentials-ashwagandha-60,form,https://www.nasevitaminy.cz/maxi-vita-essentials-ashwagandha-60
review,83,keep_in_main_pim,Maxi Vita Essentials Klidný spánek,Maxi Vita Essentials,Maxi Vita Essentials,42300612,8595011149623,119.0,"Energie, stres, spánek","Energie, stres, spánek",high,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-klidny-spanek/,https://www.nasevitaminy.cz/maxi-vita-essentials-klidny-spanek,form,https://www.nasevitaminy.cz/maxi-vita-essentials-klidny-spanek
review,83,keep_in_main_pim,Maxi Vita Essentials Mužská vitalita,Maxi Vita Essentials,Maxi Vita Essentials,42300614,8595011149661,119.0,"Energie, stres, spánek","Energie, stres, spánek",medium,Neurčeno,Neurčeno,low,"hořčík, zinek, ashwagandha","muži, sport",,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-muzska-vitalita/,https://www.nasevitaminy.cz/maxi-vita-essentials-muzska-vitalita,form,https://www.nasevitaminy.cz/maxi-vita-essentials-muzska-vitalita
review,79,keep_in_main_pim,Maxi Vita Essentials FemBalance<sup>®</sup>,Maxi Vita Essentials,Maxi Vita Essentials,42300603,8595011149296,249.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,,ženy,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-fembalance/,https://www.nasevitaminy.cz/maxi-vita-essentials-fembalance,form,https://www.nasevitaminy.cz/maxi-vita-essentials-fembalance
review,79,keep_in_main_pim,Maxi Vita Essentials Goddess,Maxi Vita Essentials,Maxi Vita Essentials,42300604,8595011149319,199.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,,ženy,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-goddess/,https://www.nasevitaminy.cz/maxi-vita-essentials-goddess,form,https://www.nasevitaminy.cz/maxi-vita-essentials-goddess
review,79,keep_in_main_pim,Maxi Vita Essentials Hormonální pohoda,Maxi Vita Essentials,Maxi Vita Essentials,42300610,8595011149586,119.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,"vitamin D3, vitamin K2",,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-hormonalni-pohoda/,https://www.nasevitaminy.cz/maxi-vita-essentials-hormon-pohoda,form,https://www.nasevitaminy.cz/maxi-vita-essentials-hormon-pohoda
review,83,keep_in_main_pim,Maxi Vita Essentials Magnesium Bisglycinate,Maxi Vita Essentials,Maxi Vita Essentials,42300601,8595011149258,249.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,hořčík,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-magnesium-bisglycinate/,https://www.nasevitaminy.cz/maxi-vita-essentials-magnesium-bisglycinate,form,https://www.nasevitaminy.cz/maxi-vita-essentials-magnesium-bisglycinate
review,83,keep_in_main_pim,Maxi Vita Essentials Magnesium Malate,Maxi Vita Essentials,Maxi Vita Essentials,42300602,8595011149272,249.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,hořčík,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-magnesium-malate/,https://www.nasevitaminy.cz/maxi-vita-essentials-magnesium-malate,form,https://www.nasevitaminy.cz/maxi-vita-essentials-magnesium-malate
review,83,keep_in_main_pim,Maxi Vita Essentials Ranní energie,Maxi Vita Essentials,Maxi Vita Essentials,42300609,8595011149562,99.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,hořčík,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-ranni-energie/,https://www.nasevitaminy.cz/maxi-vita-essentials-ranni-energie,form,https://www.nasevitaminy.cz/maxi-vita-essentials-ranni-energie
review,83,keep_in_main_pim,Maxi Vita Essentials Večerní pohoda,Maxi Vita Essentials,Maxi Vita Essentials,42300608,8595011149548,99.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Neurčeno,low,hořčík,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-vecerni-pohoda/,https://www.nasevitaminy.cz/maxi-vita-essentials-vecerni-pohoda,form,https://www.nasevitaminy.cz/maxi-vita-essentials-vecerni-pohoda
review,83,keep_in_main_pim,Maxi Vita Essentials Kloubní výživa,Maxi Vita Essentials,Maxi Vita Essentials,42300613,8595011149647,119.0,Klouby a pohyb,Klouby a pohyb,high,Neurčeno,Neurčeno,low,kolagen,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-kloubni-vyziva/,https://www.nasevitaminy.cz/maxi-vita-essentials-kloubni-vyziva,form,https://www.nasevitaminy.cz/maxi-vita-essentials-kloubni-vyziva
review,83,keep_in_main_pim,Maxi Vita Essentials Motion+,Maxi Vita Essentials,Maxi Vita Essentials,42300606,8595011149357,299.0,Klouby a pohyb,Klouby a pohyb,high,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-motion/,https://www.nasevitaminy.cz/maxi-vita-essentials-motion,form,https://www.nasevitaminy.cz/maxi-vita-essentials-motion
review,83,keep_in_main_pim,Maxi Vita Essentials Krásná pleť,Maxi Vita Essentials,Maxi Vita Essentials,42300611,8595011149609,119.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Neurčeno,low,,ženy,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-krasna-plet/,https://www.nasevitaminy.cz/maxi-vita-essentials-krasna-plet,form,https://www.nasevitaminy.cz/maxi-vita-essentials-krasna-plet
review,79,keep_in_main_pim,Maxi Vita Essentials RegenSleep<sup>®</sup>,Maxi Vita Essentials,Maxi Vita Essentials,42300605,8595011149333,249.0,Zrak,Zrak,medium,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-essentials-regensleep/,https://www.nasevitaminy.cz/maxi-vita-essentials-regensleep,form,https://www.nasevitaminy.cz/maxi-vita-essentials-regensleep
ready,96,keep_in_main_pim,OvoCé Nápoj v prášku - grep,OvoCé,OvoCé,43200102,8595011119916,10.9,Nápoje a pitný režim,Nápoje a pitný režim,high,Prášek / sypká směs,Prášek / sypká směs,high,,,eko/natural,,missing_need_states,https://www.vitar.cz/ovoce-napoj-v-prasku-grep/,https://www.nasevitaminy.cz/ovoce-napoj-v-prasku-grep,,https://www.nasevitaminy.cz/ovoce-napoj-v-prasku-grep
ready,96,keep_in_main_pim,OvoCé Nápoj v prášku - jahoda a malina,OvoCé,OvoCé,43200103,8595011119947,10.9,Nápoje a pitný režim,Nápoje a pitný režim,high,Prášek / sypká směs,Prášek / sypká směs,high,,,eko/natural,,missing_need_states,https://www.vitar.cz/ovoce-napoj-v-prasku-jahoda-a-malina/,https://www.nasevitaminy.cz/ovoce-napoj-v-prasku-jahoda-a-malina,,https://www.nasevitaminy.cz/ovoce-napoj-v-prasku-jahoda-a-malina
ready,96,keep_in_main_pim,OvoCé Nápoj v prášku - pomeranč,OvoCé,OvoCé,43200100,8595011119886,10.9,Nápoje a pitný režim,Nápoje a pitný režim,high,Prášek / sypká směs,Prášek / sypká směs,high,,,eko/natural,,missing_need_states,https://www.vitar.cz/ovoce-napoj-v-prasku-pomeranc/,https://www.nasevitaminy.cz/ovoce-napoj-v-prasku-pomeranc,,https://www.nasevitaminy.cz/ovoce-napoj-v-prasku-pomeranc
review,85,keep_in_main_pim,Predator 16% - 150 ml,Predator,Predator,50100102,8595117102447,139.9,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,,https://www.nasevitaminy.cz/predator-16-150-ml-ret,,https://www.nasevitaminy.cz/predator-16-150-ml-ret
review,85,keep_in_main_pim,Predator 16% - 300 ml XXL,Predator,Predator,50100103,8595117101716,209.9,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,,https://www.nasevitaminy.cz/predator-16-300-ml-xxl,,https://www.nasevitaminy.cz/predator-16-300-ml-xxl
ready,96,keep_in_main_pim,Predator Gel po bodnutí hmyzem 25 ml,Predator,Predator,50100206,0000085951181,36.0,Repelenty a paraziti,Repelenty a paraziti,medium,Kosmetika,Kosmetika,high,,,,,missing_need_states,https://www.vitar.cz/predator-gel-po-bodnuti-hmyzem/,https://www.nasevitaminy.cz/predator-gel-po-bodnuti-hmyzem,,https://www.nasevitaminy.cz/predator-gel-po-bodnuti-hmyzem
review,81,keep_in_main_pim,Predator IXO protector,Predator,Predator,50100502,8595117103000,57.2,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,"missing_form, missing_need_states",https://www.vitar.cz/predator-ixo-protector/,https://www.nasevitaminy.cz/predator-ixo-protector,,https://www.nasevitaminy.cz/predator-ixo-protector
review,85,keep_in_main_pim,Predator Outdoor Impregnace Alfa sprej 400 ml,Predator,Predator,50100118,8595117103369,349.9,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,https://www.vitar.cz/predator-outdoor-impregnace-alfa-sprej-400-ml/,https://www.nasevitaminy.cz/predator-outdoor-impregnace-alfa-sprej-400-ml,,https://www.nasevitaminy.cz/predator-outdoor-impregnace-alfa-sprej-400-ml
ready,96,keep_in_main_pim,Predator Parazit Sérum,Predator,Predator,50100305,8595117103062,220.0,Repelenty a paraziti,Repelenty a paraziti,high,Kosmetika,Kosmetika,high,,,,,missing_need_states,https://www.vitar.cz/predator-parazit-serum/,https://www.nasevitaminy.cz/predator-parazit-serum,,https://www.nasevitaminy.cz/predator-parazit-serum
ready,96,keep_in_main_pim,Predator Parazit Sérum + šampon + hřeben,Predator,Predator,50100301,8595117102898,373.0,Repelenty a paraziti,Repelenty a paraziti,high,Kosmetika,Kosmetika,high,,,,,missing_need_states,https://www.vitar.cz/predator-parazit-serum-sampon-hreben/,https://www.nasevitaminy.cz/predator-parazit-serum-sampon-hreben,,https://www.nasevitaminy.cz/predator-parazit-serum-sampon-hreben
review,85,keep_in_main_pim,Predator Parazit hřeben na vši,Predator,Predator,50100302,8595011120776,57.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,ženy,,,missing_form,https://www.vitar.cz/predator-parazit-hreben-na-vsi/,https://www.nasevitaminy.cz/predator-parazit-hreben-na-vsi,,https://www.nasevitaminy.cz/predator-parazit-hreben-na-vsi
review,85,keep_in_main_pim,Predator Parazit sprej na vši,Predator,Predator,50100119,8595117103840,156.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,ženy,,,missing_form,https://www.vitar.cz/predator-parazit-sprej-na-vsi/,https://www.nasevitaminy.cz/predator-parazit-sprej-na-vsi,,https://www.nasevitaminy.cz/predator-parazit-sprej-na-vsi
review,85,keep_in_main_pim,Predator Repelent 150 ml,Predator,Predator,50100201,8595117100733,169.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,https://www.vitar.cz/predator-repelent/,https://www.nasevitaminy.cz/predator-repelent,,https://www.nasevitaminy.cz/predator-repelent
ready,100,keep_in_main_pim,Predator Repelent 3D - prostorový repelent 300 ml,Predator,Predator,50100109,8595117102041,326.0,Repelenty a paraziti,Repelenty a paraziti,high,Nápoj,Nápoj,high,,,,,,https://www.vitar.cz/predator-repelent-3d-prostorovy-repelent/,https://www.nasevitaminy.cz/predator-repelent-3d-prostorovy-repelent,,https://www.nasevitaminy.cz/predator-repelent-3d-prostorovy-repelent
review,85,keep_in_main_pim,Predator Repelent Bio 150 ml,Predator,Predator,50100209,8595117103314,265.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,eko/natural,,missing_form,https://www.vitar.cz/predator-repelent-bio/,https://www.nasevitaminy.cz/predator-repelent-bio,,https://www.nasevitaminy.cz/predator-repelent-bio
review,85,keep_in_main_pim,Predator Repelent Forte 150 ml,Predator,Predator,50100202,8595117101709,179.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,https://www.vitar.cz/predator-repelent-forte/,https://www.nasevitaminy.cz/predator-repelent-forte,,https://www.nasevitaminy.cz/predator-repelent-forte
review,85,keep_in_main_pim,Predator Repelent Forte 90 ml,Predator,Predator,50100207,8595117103246,116.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,zvířata,,,missing_form,https://www.vitar.cz/predator-repelent-forte-90-ml/,https://www.nasevitaminy.cz/predator-repelent-forte-90-ml,,https://www.nasevitaminy.cz/predator-repelent-forte-90-ml
ready,100,keep_in_main_pim,Predator Repelent Forte XXL 300 ml,Predator,Predator,50100210,8595117103758,299.0,Repelenty a paraziti,Repelenty a paraziti,high,Nápoj,Nápoj,high,,,,,,https://www.vitar.cz/predator-repelent-forte-xxl-300-ml/,https://www.nasevitaminy.cz/predator-repelent-forte-xxl-300-ml,,https://www.nasevitaminy.cz/predator-repelent-forte-xxl-300-ml
review,85,keep_in_main_pim,Predator Repelent Junior 150 ml,Predator,Predator,50100203,8595117101983,219.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,děti,,,missing_form,https://www.vitar.cz/predator-repelent-junior-1426/,https://www.nasevitaminy.cz/predator-repelent-junior,,https://www.nasevitaminy.cz/predator-repelent-junior
review,85,keep_in_main_pim,Predator Repelent Maxx plus 80 ml,Predator,Predator,50100107,8595117102843,259.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,https://www.vitar.cz/predator-repelent-maxx-plus/,https://www.nasevitaminy.cz/predator-repelent-maxx-plus,,https://www.nasevitaminy.cz/predator-repelent-maxx-plus
review,85,keep_in_main_pim,Predator Repelent Maxx sprej 90 ml,Predator,Predator,50100117,8595117102829,289.9,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,https://www.vitar.cz/predator-repelent-maxx-90-ml/,https://www.nasevitaminy.cz/predator-repelent-maxx-90-ml,,https://www.nasevitaminy.cz/predator-repelent-maxx-90-ml
ready,95,keep_in_main_pim,Predator Repelent Outdoor impregnace+ 200 ml,Predator,Predator,50100108,8595117102058,284.0,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Nápoj,medium,,,,,form_inferred_needs_check,https://www.vitar.cz/predator-repelent-outdoor-impregnace/,https://www.nasevitaminy.cz/predator-repelent-outdoor-impregnace,,https://www.nasevitaminy.cz/predator-repelent-outdoor-impregnace
review,85,keep_in_main_pim,Predator sprej 16% - 90 ml,Predator,Predator,50100112,8595117103123,109.9,Repelenty a paraziti,Repelenty a paraziti,high,Neurčeno,Neurčeno,low,,,,,missing_form,,https://www.nasevitaminy.cz/predator-sprej-16-90-ml,,https://www.nasevitaminy.cz/predator-sprej-16-90-ml
ready,92,keep_in_main_pim,Revital Ferrodyn - šumivé tablety,Revital,Revital,41200008,8595011104813,104.0,"Energie, stres, spánek",Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,železo,,,,category_recommended_change,https://www.vitar.cz/revital-ferrodyn/,https://www.nasevitaminy.cz/revital-ferrodyn,,https://www.nasevitaminy.cz/revital-ferrodyn
review,76,keep_in_main_pim,Revital Hořčík + vitamin B6,Revital,Revital,00000006,,,Hořčík a minerály,"Energie, stres, spánek",medium,Šumivé tablety,Šumivé tablety,high,hořčík,,,,"missing_ean, missing_price, category_recommended_change",https://www.vitar.cz/revital-horcik-vitamin-b6/,,,https://www.vitar.cz/revital-horcik-vitamin-b6/
ready,87,keep_in_main_pim,Revital Hořčík + vitamin B6 - grep,Revital,Revital,41200005,8595011113280,144.0,Hořčík a minerály,"Energie, stres, spánek",medium,Neurčeno,Šumivé tablety,medium,hořčík,,,,"form_inferred_needs_check, category_recommended_change",,https://www.nasevitaminy.cz/revital-horcik-vitamin-b6-grep,,https://www.nasevitaminy.cz/revital-horcik-vitamin-b6-grep
ready,87,keep_in_main_pim,Revital Hořčík + vitamin B6 - černý rybíz,Revital,Revital,41200027,8595011126242,141.0,Hořčík a minerály,"Energie, stres, spánek",medium,Neurčeno,Šumivé tablety,medium,hořčík,,,,"form_inferred_needs_check, category_recommended_change",,https://www.nasevitaminy.cz/revital-horcik-vitamin-b6-cerny-rybiz,,https://www.nasevitaminy.cz/revital-horcik-vitamin-b6-cerny-rybiz
review,80,keep_in_main_pim,Revital Multi forte,Revital,Revital,00000005,,,Hořčík a minerály,Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,,,,,"missing_ean, missing_price, missing_need_states",https://www.vitar.cz/revital-multi-forte/,,,https://www.vitar.cz/revital-multi-forte/
ready,91,keep_in_main_pim,Revital Multi forte - pomeranč,Revital,Revital,41200023,8595011124521,57.6,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Šumivé tablety,medium,,,,,"form_inferred_needs_check, missing_need_states",,https://www.nasevitaminy.cz/revital-multi-forte-pomeranc,,https://www.nasevitaminy.cz/revital-multi-forte-pomeranc
ready,91,keep_in_main_pim,Revital Multi forte - tropické ovoce,Revital,Revital,41200024,8595011124545,144.0,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Šumivé tablety,medium,,,,,"form_inferred_needs_check, missing_need_states",,https://www.nasevitaminy.cz/revital-multi-forte-tropicke-ovoce,,https://www.nasevitaminy.cz/revital-multi-forte-tropicke-ovoce
ready,92,keep_in_main_pim,Revital Tripple pack 3 x 20 tablet,Revital,Revital,41200112,8595011146486,198.0,Hořčík a minerály,"Energie, stres, spánek",medium,Šumivé tablety,Šumivé tablety,high,"hořčík, zinek, vápník, rakytník",,,,category_recommended_change,,https://www.nasevitaminy.cz/revital-tripple-pack-3-x-20-eff-3-prichute,,https://www.nasevitaminy.cz/revital-tripple-pack-3-x-20-eff-3-prichute
ready,100,keep_in_main_pim,"Revital Vápník + hořčík + vitaminy C, B6, D3, K1 - šumivé tablety",Revital,Revital,41200003,8595011100129,104.0,Hořčík a minerály,Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,"hořčík, vápník, vitamin D3",,eko/natural,,,https://www.vitar.cz/revital-vapnik-horcik-vitaminy-c-b6-d3-k1/,https://www.nasevitaminy.cz/revital-vapnik-horcik-vitaminy-c-b6-d3-k1,,https://www.nasevitaminy.cz/revital-vapnik-horcik-vitaminy-c-b6-d3-k1
review,80,keep_in_main_pim,Revital C vitamin 1000 mg,Revital,Revital,00000003,,,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,,,,,"missing_ean, missing_price, missing_need_states",https://www.vitar.cz/revital-c-vitamin-1000-mg/,,,https://www.vitar.cz/revital-c-vitamin-1000-mg/
ready,91,keep_in_main_pim,Revital C vitamin 1000 mg - citron,Revital,Revital,41200020,8595011124460,109.0,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Šumivé tablety,medium,,,,,"form_inferred_needs_check, missing_need_states",,https://www.nasevitaminy.cz/revital-c-vitamin-1000-mg-citron,,https://www.nasevitaminy.cz/revital-c-vitamin-1000-mg-citron
